title,olympiad,year,grade,num,problem_text_ch,problem_solution_ch
LV.AMO.2017.10.3,LV.AMO,2017,10,3,185,3262
LV.AMO.2017.10.4,LV.AMO,2017,10,4,410,656
LV.AMO.2017.10.5,LV.AMO,2017,10,5,119,914
LV.AMO.2017.11.1,LV.AMO,2017,11,1,54,501
LV.AMO.2017.11.2,LV.AMO,2017,11,2,197,541
LV.AMO.2017.11.3,LV.AMO,2017,11,3,336,1116
LV.AMO.2017.11.4,LV.AMO,2017,11,4,232,1427
LV.AMO.2017.11.5,LV.AMO,2017,11,5,314,570
LV.AMO.2017.12.1,LV.AMO,2017,12,1,116,349
LV.AMO.2017.12.2,LV.AMO,2017,12,2,110,486
LV.AMO.2017.12.3,LV.AMO,2017,12,3,306,2044
LV.AMO.2017.12.4,LV.AMO,2017,12,4,330,4875
LV.AMO.2017.12.5,LV.AMO,2017,12,5,308,1185
LV.AMO.2009.5.1,LV.AMO,2009,5,1,303,277
LV.AMO.2009.5.2,LV.AMO,2009,5,2,304,55
LV.AMO.2009.5.3,LV.AMO,2009,5,3,356,46
LV.AMO.2009.5.4,LV.AMO,2009,5,4,304,250
LV.AMO.2009.5.5,LV.AMO,2009,5,5,450,430
LV.AMO.2009.6.1,LV.AMO,2009,6,1,221,297
LV.AMO.2009.6.2,LV.AMO,2009,6,2,332,189
LV.AMO.2009.6.3,LV.AMO,2009,6,3,248,223
LV.AMO.2009.6.4,LV.AMO,2009,6,4,609,360
LV.AMO.2009.6.5,LV.AMO,2009,6,5,450,578
LV.AMO.2009.7.1,LV.AMO,2009,7,1,142,279
LV.AMO.2009.7.2,LV.AMO,2009,7,2,271,854
LV.AMO.2009.7.3,LV.AMO,2009,7,3,226,907
LV.AMO.2009.7.4,LV.AMO,2009,7,4,129,203
LV.AMO.2009.7.5,LV.AMO,2009,7,5,310,588
LV.AMO.2009.8.1,LV.AMO,2009,8,1,148,162
LV.AMO.2009.8.2,LV.AMO,2009,8,2,417,436
LV.AMO.2009.8.3,LV.AMO,2009,8,3,161,267
LV.AMO.2009.8.4,LV.AMO,2009,8,4,598,761
LV.AMO.2009.8.5,LV.AMO,2009,8,5,349,346
LV.AMO.2009.9.1,LV.AMO,2009,9,1,176,165
LV.AMO.2009.9.2,LV.AMO,2009,9,2,88,300
LV.AMO.2009.9.3,LV.AMO,2009,9,3,426,98
LV.AMO.2009.9.4,LV.AMO,2009,9,4,257,468
LV.AMO.2009.9.5,LV.AMO,2009,9,5,492,212
LV.AMO.2009.10.1,LV.AMO,2009,10,1,180,304
LV.AMO.2009.10.2,LV.AMO,2009,10,2,244,267
LV.AMO.2009.10.3,LV.AMO,2009,10,3,390,507
LV.AMO.2009.10.4,LV.AMO,2009,10,4,131,293
LV.AMO.2009.10.5,LV.AMO,2009,10,5,343,353
LV.AMO.2009.11.1,LV.AMO,2009,11,1,139,607
LV.AMO.2009.11.2,LV.AMO,2009,11,2,383,604
LV.AMO.2009.11.3,LV.AMO,2009,11,3,135,417
LV.AMO.2009.11.4,LV.AMO,2009,11,4,349,704
LV.AMO.2009.11.5,LV.AMO,2009,11,5,153,475
LV.AMO.2009.12.1,LV.AMO,2009,12,1,312,368
LV.AMO.2009.12.2,LV.AMO,2009,12,2,81,204
LV.AMO.2009.12.3,LV.AMO,2009,12,3,204,725
LV.AMO.2009.12.4,LV.AMO,2009,12,4,172,555
LV.AMO.2009.12.5,LV.AMO,2009,12,5,294,605
LV.AMO.2007.5.1,LV.AMO,2007,5,1,189,597
LV.AMO.2007.5.2,LV.AMO,2007,5,2,238,729
LV.AMO.2007.5.3,LV.AMO,2007,5,3,303,264
LV.AMO.2007.5.4,LV.AMO,2007,5,4,278,522
LV.AMO.2007.5.5,LV.AMO,2007,5,5,228,366
LV.AMO.2007.6.1,LV.AMO,2007,6,1,188,80
LV.AMO.2007.6.2,LV.AMO,2007,6,2,306,324
LV.AMO.2007.6.3,LV.AMO,2007,6,3,349,917
LV.AMO.2007.6.4,LV.AMO,2007,6,4,251,397
LV.AMO.2007.6.5,LV.AMO,2007,6,5,267,806
LV.AMO.2007.7.1,LV.AMO,2007,7,1,167,544
LV.AMO.2007.7.2,LV.AMO,2007,7,2,132,290
LV.AMO.2007.7.3,LV.AMO,2007,7,3,493,359
LV.AMO.2007.7.4,LV.AMO,2007,7,4,162,269
LV.AMO.2007.7.5,LV.AMO,2007,7,5,238,708
LV.AMO.2007.8.1,LV.AMO,2007,8,1,260,188
LV.AMO.2007.8.2,LV.AMO,2007,8,2,226,1151
LV.AMO.2007.8.3,LV.AMO,2007,8,3,191,299
LV.AMO.2007.8.4,LV.AMO,2007,8,4,700,729
LV.AMO.2007.8.5,LV.AMO,2007,8,5,562,845
LV.AMO.2007.9.1,LV.AMO,2007,9,1,306,395
LV.AMO.2007.9.2,LV.AMO,2007,9,2,320,665
LV.AMO.2007.9.3,LV.AMO,2007,9,3,392,410
LV.AMO.2007.9.4,LV.AMO,2007,9,4,340,451
LV.AMO.2007.9.5,LV.AMO,2007,9,5,399,463
LV.AMO.2007.10.1,LV.AMO,2007,10,1,94,233
LV.AMO.2007.10.2,LV.AMO,2007,10,2,284,625
LV.AMO.2007.10.3,LV.AMO,2007,10,3,188,589
LV.AMO.2007.10.4,LV.AMO,2007,10,4,322,571
LV.AMO.2007.10.5,LV.AMO,2007,10,5,490,603
LV.AMO.2007.11.1,LV.AMO,2007,11,1,129,972
LV.AMO.2007.11.2,LV.AMO,2007,11,2,140,618
LV.AMO.2007.11.3,LV.AMO,2007,11,3,251,580
LV.AMO.2007.11.4,LV.AMO,2007,11,4,414,547
LV.AMO.2007.11.5,LV.AMO,2007,11,5,560,645
LV.AMO.2007.12.1,LV.AMO,2007,12,1,190,294
LV.AMO.2007.12.2,LV.AMO,2007,12,2,277,442
LV.AMO.2007.12.3,LV.AMO,2007,12,3,402,536
LV.AMO.2007.12.4,LV.AMO,2007,12,4,318,908
LV.AMO.2007.12.5,LV.AMO,2007,12,5,319,2012
LV.AMO.2006.5.1,LV.AMO,2006,5,1,420,38
LV.AMO.2006.5.2,LV.AMO,2006,5,2,287,709
LV.AMO.2006.5.3,LV.AMO,2006,5,3,238,729
LV.AMO.2006.5.4,LV.AMO,2006,5,4,309,226
LV.AMO.2006.5.5,LV.AMO,2006,5,5,172,158
LV.AMO.2006.6.1,LV.AMO,2006,6,1,188,80
LV.AMO.2006.6.2,LV.AMO,2006,6,2,192,613
LV.AMO.2006.6.3,LV.AMO,2006,6,3,164,423
LV.AMO.2006.6.4,LV.AMO,2006,6,4,162,317
LV.AMO.2006.6.5,LV.AMO,2006,6,5,429,348
LV.AMO.2006.7.1,LV.AMO,2006,7,1,462,850
LV.AMO.2006.7.2,LV.AMO,2006,7,2,113,520
LV.AMO.2006.7.3,LV.AMO,2006,7,3,132,290
LV.AMO.2006.7.4,LV.AMO,2006,7,4,357,794
LV.AMO.2006.7.5,LV.AMO,2006,7,5,374,716
LV.AMO.2006.8.1,LV.AMO,2006,8,1,192,178
LV.AMO.2006.8.2,LV.AMO,2006,8,2,218,524
LV.AMO.2006.8.3,LV.AMO,2006,8,3,291,598
LV.AMO.2006.8.4,LV.AMO,2006,8,4,232,440
LV.AMO.2006.8.5,LV.AMO,2006,8,5,421,738
LV.AMO.2006.9.1,LV.AMO,2006,9,1,89,678
LV.AMO.2006.9.2,LV.AMO,2006,9,2,366,735
LV.AMO.2006.9.3,LV.AMO,2006,9,3,321,677
LV.AMO.2006.9.4,LV.AMO,2006,9,4,193,697
LV.AMO.2006.9.5,LV.AMO,2006,9,5,254,1043
LV.AMO.2006.10.1,LV.AMO,2006,10,1,255,47
LV.AMO.2006.10.2,LV.AMO,2006,10,2,281,321
LV.AMO.2006.10.3,LV.AMO,2006,10,3,198,1102
LV.AMO.2006.10.4,LV.AMO,2006,10,4,288,1176
LV.AMO.2006.10.5,LV.AMO,2006,10,5,254,468
LV.AMO.2006.11.1,LV.AMO,2006,11,1,226,377
LV.AMO.2006.11.2,LV.AMO,2006,11,2,135,672
LV.AMO.2006.11.3,LV.AMO,2006,11,3,129,980
LV.AMO.2006.11.4,LV.AMO,2006,11,4,80,721
LV.AMO.2006.11.5,LV.AMO,2006,11,5,252,969
LV.AMO.2006.12.1,LV.AMO,2006,12,1,196,399
LV.AMO.2006.12.2,LV.AMO,2006,12,2,190,294
LV.AMO.2006.12.3,LV.AMO,2006,12,3,267,625
LV.AMO.2006.12.4,LV.AMO,2006,12,4,500,478
LV.AMO.2006.12.5,LV.AMO,2006,12,5,467,763
LV.AMO.2008.5.1,LV.AMO,2008,5,1,303,263
LV.AMO.2008.5.2,LV.AMO,2008,5,2,310,182
LV.AMO.2008.5.3,LV.AMO,2008,5,3,156,46
LV.AMO.2008.5.4,LV.AMO,2008,5,4,237,203
LV.AMO.2008.5.5,LV.AMO,2008,5,5,439,533
LV.AMO.2008.6.1,LV.AMO,2008,6,1,305,324
LV.AMO.2008.6.2,LV.AMO,2008,6,2,197,55
LV.AMO.2008.6.3,LV.AMO,2008,6,3,221,297
LV.AMO.2008.6.4,LV.AMO,2008,6,4,289,403
LV.AMO.2008.6.5,LV.AMO,2008,6,5,531,494
LV.AMO.2008.7.1,LV.AMO,2008,7,1,167,318
LV.AMO.2008.7.2,LV.AMO,2008,7,2,142,276
LV.AMO.2008.7.3,LV.AMO,2008,7,3,398,421
LV.AMO.2008.7.4,LV.AMO,2008,7,4,220,524
LV.AMO.2008.7.5,LV.AMO,2008,7,5,159,611
LV.AMO.2008.8.1,LV.AMO,2008,8,1,260,188
LV.AMO.2008.8.2,LV.AMO,2008,8,2,69,267
LV.AMO.2008.8.3,LV.AMO,2008,8,3,277,420
LV.AMO.2008.8.4,LV.AMO,2008,8,4,190,352
LV.AMO.2008.8.5,LV.AMO,2008,8,5,418,436
LV.AMO.2008.9.1,LV.AMO,2008,9,1,310,399
LV.AMO.2008.9.2,LV.AMO,2008,9,2,176,165
LV.AMO.2008.9.3,LV.AMO,2008,9,3,175,301
LV.AMO.2008.9.4,LV.AMO,2008,9,4,276,871
LV.AMO.2008.9.5,LV.AMO,2008,9,5,303,594
LV.AMO.2008.10.1,LV.AMO,2008,10,1,98,246
LV.AMO.2008.10.2,LV.AMO,2008,10,2,180,304
LV.AMO.2008.10.3,LV.AMO,2008,10,3,333,605
LV.AMO.2008.10.4,LV.AMO,2008,10,4,474,297
LV.AMO.2008.10.5,LV.AMO,2008,10,5,284,884
LV.AMO.2008.11.1,LV.AMO,2008,11,1,139,607
LV.AMO.2008.11.2,LV.AMO,2008,11,2,221,806
LV.AMO.2008.11.3,LV.AMO,2008,11,3,248,1066
LV.AMO.2008.11.4,LV.AMO,2008,11,4,281,444
LV.AMO.2008.11.5,LV.AMO,2008,11,5,357,1681
LV.AMO.2008.12.1,LV.AMO,2008,12,1,190,294
LV.AMO.2008.12.2,LV.AMO,2008,12,2,297,1203
LV.AMO.2008.12.3,LV.AMO,2008,12,3,82,205
LV.AMO.2008.12.4,LV.AMO,2008,12,4,175,308
LV.AMO.2008.12.5,LV.AMO,2008,12,5,469,927
LV.AMO.2012.5.1,LV.AMO,2012,5,1,161,149
LV.AMO.2012.5.2,LV.AMO,2012,5,2,154,46
LV.AMO.2012.5.3,LV.AMO,2012,5,3,219,179
LV.AMO.2012.5.4,LV.AMO,2012,5,4,326,709
LV.AMO.2012.5.5,LV.AMO,2012,5,5,139,45
LV.AMO.2012.6.1,LV.AMO,2012,6,1,429,663
LV.AMO.2012.6.2,LV.AMO,2012,6,2,71,62
LV.AMO.2012.6.3,LV.AMO,2012,6,3,281,612
LV.AMO.2012.6.4,LV.AMO,2012,6,4,198,524
LV.AMO.2012.6.5,LV.AMO,2012,6,5,265,896
LV.AMO.2012.7.1,LV.AMO,2012,7,1,96,309
LV.AMO.2012.7.2,LV.AMO,2012,7,2,281,603
LV.AMO.2012.7.3,LV.AMO,2012,7,3,485,707
LV.AMO.2012.7.4,LV.AMO,2012,7,4,90,318
LV.AMO.2012.7.5,LV.AMO,2012,7,5,287,303
LV.AMO.2012.8.1,LV.AMO,2012,8,1,203,107
LV.AMO.2012.8.2,LV.AMO,2012,8,2,164,220
LV.AMO.2012.8.3,LV.AMO,2012,8,3,267,684
LV.AMO.2012.8.4,LV.AMO,2012,8,4,148,1461
LV.AMO.2012.8.5,LV.AMO,2012,8,5,409,506
LV.AMO.2012.9.1,LV.AMO,2012,9,1,67,141
LV.AMO.2012.9.2,LV.AMO,2012,9,2,208,495
LV.AMO.2012.9.3,LV.AMO,2012,9,3,125,226
LV.AMO.2012.9.4,LV.AMO,2012,9,4,379,603
LV.AMO.2012.9.5,LV.AMO,2012,9,5,171,493
LV.AMO.2012.10.1,LV.AMO,2012,10,1,88,541
LV.AMO.2012.10.2,LV.AMO,2012,10,2,86,203
LV.AMO.2012.10.3,LV.AMO,2012,10,3,291,608
LV.AMO.2012.10.4,LV.AMO,2012,10,4,181,521
LV.AMO.2012.10.5,LV.AMO,2012,10,5,352,467
LV.AMO.2012.11.1,LV.AMO,2012,11,1,83,256
LV.AMO.2012.11.2,LV.AMO,2012,11,2,190,1315
LV.AMO.2012.11.3,LV.AMO,2012,11,3,273,636
LV.AMO.2012.11.4,LV.AMO,2012,11,4,76,217
LV.AMO.2012.11.5,LV.AMO,2012,11,5,527,1069
LV.AMO.2012.12.1,LV.AMO,2012,12,1,133,794
LV.AMO.2012.12.2,LV.AMO,2012,12,2,333,758
LV.AMO.2012.12.3,LV.AMO,2012,12,3,57,295
LV.AMO.2012.12.4,LV.AMO,2012,12,4,177,177
LV.AMO.2012.12.5,LV.AMO,2012,12,5,258,1209
LV.AMO.2015.5.1,LV.AMO,2015,5,1,74,93
LV.AMO.2015.5.2,LV.AMO,2015,5,2,181,534
LV.AMO.2015.5.3,LV.AMO,2015,5,3,148,393
LV.AMO.2015.5.4,LV.AMO,2015,5,4,128,1355
LV.AMO.2015.5.5,LV.AMO,2015,5,5,277,1403
LV.AMO.2015.6.1,LV.AMO,2015,6,1,385,440
LV.AMO.2015.6.2,LV.AMO,2015,6,2,196,634
LV.AMO.2015.6.3,LV.AMO,2015,6,3,246,870
LV.AMO.2015.6.4,LV.AMO,2015,6,4,141,724
LV.AMO.2015.6.5,LV.AMO,2015,6,5,481,647
LV.AMO.2015.7.1,LV.AMO,2015,7,1,150,305
LV.AMO.2015.7.2,LV.AMO,2015,7,2,276,517
LV.AMO.2015.7.3,LV.AMO,2015,7,3,239,1813
LV.AMO.2015.7.4,LV.AMO,2015,7,4,206,1472
LV.AMO.2015.7.5,LV.AMO,2015,7,5,306,745
LV.AMO.2015.8.1,LV.AMO,2015,8,1,95,356
LV.AMO.2015.8.2,LV.AMO,2015,8,2,277,471
LV.AMO.2015.8.3,LV.AMO,2015,8,3,125,793
LV.AMO.2015.8.4,LV.AMO,2015,8,4,343,758
LV.AMO.2015.8.5,LV.AMO,2015,8,5,175,1855
LV.AMO.2015.9.1,LV.AMO,2015,9,1,104,370
LV.AMO.2015.9.2,LV.AMO,2015,9,2,444,383
LV.AMO.2015.9.3,LV.AMO,2015,9,3,72,624
LV.AMO.2015.9.4,LV.AMO,2015,9,4,305,564
LV.AMO.2015.9.5,LV.AMO,2015,9,5,229,1504
LV.AMO.2015.10.1,LV.AMO,2015,10,1,87,567
LV.AMO.2015.10.2,LV.AMO,2015,10,2,157,1952
LV.AMO.2015.10.3,LV.AMO,2015,10,3,143,1138
LV.AMO.2015.10.4,LV.AMO,2015,10,4,183,402
LV.AMO.2015.10.5,LV.AMO,2015,10,5,311,1017
LV.AMO.2015.11.1,LV.AMO,2015,11,1,197,786
LV.AMO.2015.11.2,LV.AMO,2015,11,2,259,799
LV.AMO.2015.11.3,LV.AMO,2015,11,3,204,593
LV.AMO.2015.11.4,LV.AMO,2015,11,4,370,2693
LV.AMO.2015.11.5,LV.AMO,2015,11,5,85,858
LV.AMO.2015.12.1,LV.AMO,2015,12,1,122,669
LV.AMO.2015.12.2,LV.AMO,2015,12,2,267,1656
LV.AMO.2015.12.3,LV.AMO,2015,12,3,125,655
LV.AMO.2015.12.4,LV.AMO,2015,12,4,211,1885
LV.AMO.2015.12.5,LV.AMO,2015,12,5,149,966
LV.AMO.2023.5.1,LV.AMO,2023,5,1,286,99
LV.AMO.2023.5.2,LV.AMO,2023,5,2,248,325
LV.AMO.2023.5.3,LV.AMO,2023,5,3,142,119
LV.AMO.2023.5.4,LV.AMO,2023,5,4,522,617
LV.AMO.2023.5.5,LV.AMO,2023,5,5,298,1938
LV.AMO.2023.6.1,LV.AMO,2023,6,1,287,101
LV.AMO.2023.6.2,LV.AMO,2023,6,2,289,364
LV.AMO.2023.6.3,LV.AMO,2023,6,3,507,99
LV.AMO.2023.6.4,LV.AMO,2023,6,4,627,1425
LV.AMO.2023.6.5,LV.AMO,2023,6,5,562,1883
LV.AMO.2023.7.1,LV.AMO,2023,7,1,160,836
LV.AMO.2023.7.2,LV.AMO,2023,7,2,326,871
LV.AMO.2023.7.3,LV.AMO,2023,7,3,492,79
LV.AMO.2023.7.4,LV.AMO,2023,7,4,567,1182
LV.AMO.2023.7.5,LV.AMO,2023,7,5,642,1534
LV.AMO.2023.8.1,LV.AMO,2023,8,1,170,61
LV.AMO.2023.8.2,LV.AMO,2023,8,2,275,817
LV.AMO.2023.8.3,LV.AMO,2023,8,3,207,652
LV.AMO.2023.8.4,LV.AMO,2023,8,4,585,1037
LV.AMO.2023.8.5,LV.AMO,2023,8,5,641,1528
LV.AMO.2023.9.1,LV.AMO,2023,9,1,317,465
LV.AMO.2023.9.2,LV.AMO,2023,9,2,211,630
LV.AMO.2023.9.3,LV.AMO,2023,9,3,185,813
LV.AMO.2023.9.4,LV.AMO,2023,9,4,526,1445
LV.AMO.2023.9.5,LV.AMO,2023,9,5,278,1510
LV.AMO.2023.10.1,LV.AMO,2023,10,1,629,1438
LV.AMO.2023.10.2,LV.AMO,2023,10,2,79,469
LV.AMO.2023.10.3,LV.AMO,2023,10,3,254,2660
LV.AMO.2023.10.4,LV.AMO,2023,10,4,678,2448
LV.AMO.2023.10.5,LV.AMO,2023,10,5,267,864
LV.AMO.2023.11.1,LV.AMO,2023,11,1,298,1979
LV.AMO.2023.11.2,LV.AMO,2023,11,2,104,503
LV.AMO.2023.11.3,LV.AMO,2023,11,3,287,1196
LV.AMO.2023.11.4,LV.AMO,2023,11,4,678,2205
LV.AMO.2023.11.5,LV.AMO,2023,11,5,67,797
LV.AMO.2023.12.1,LV.AMO,2023,12,1,147,116
LV.AMO.2023.12.2,LV.AMO,2023,12,2,111,325
LV.AMO.2023.12.3,LV.AMO,2023,12,3,145,774
LV.AMO.2023.12.4,LV.AMO,2023,12,4,396,2537
LV.AMO.2023.12.5,LV.AMO,2023,12,5,212,1477
LV.AMO.2024.5.1,LV.AMO,2024,5,1,622,83
LV.AMO.2024.5.2,LV.AMO,2024,5,2,305,592
LV.AMO.2024.5.3,LV.AMO,2024,5,3,477,290
LV.AMO.2024.5.4,LV.AMO,2024,5,4,227,65
LV.AMO.2024.5.5,LV.AMO,2024,5,5,599,530
LV.AMO.2024.6.1,LV.AMO,2024,6,1,622,84
LV.AMO.2024.6.2,LV.AMO,2024,6,2,413,985
LV.AMO.2024.6.3,LV.AMO,2024,6,3,458,452
LV.AMO.2024.6.4,LV.AMO,2024,6,4,217,40
LV.AMO.2024.6.5,LV.AMO,2024,6,5,388,1259
LV.AMO.2024.7.1,LV.AMO,2024,7,1,409,1570
LV.AMO.2024.7.2,LV.AMO,2024,7,2,294,571
LV.AMO.2024.7.3,LV.AMO,2024,7,3,224,953
LV.AMO.2024.7.4,LV.AMO,2024,7,4,234,293
LV.AMO.2024.7.5,LV.AMO,2024,7,5,255,880
LV.AMO.2024.8.1,LV.AMO,2024,8,1,313,896
LV.AMO.2024.8.2,LV.AMO,2024,8,2,165,576
LV.AMO.2024.8.3,LV.AMO,2024,8,3,604,2309
LV.AMO.2024.8.4,LV.AMO,2024,8,4,250,1010
LV.AMO.2024.8.5,LV.AMO,2024,8,5,476,1446
LV.AMO.2024.9.1,LV.AMO,2024,9,1,188,725
LV.AMO.2024.9.2,LV.AMO,2024,9,2,241,1370
LV.AMO.2024.9.3,LV.AMO,2024,9,3,328,865
LV.AMO.2024.9.4,LV.AMO,2024,9,4,254,783
LV.AMO.2024.9.5,LV.AMO,2024,9,5,451,1624
LV.AMO.2024.10.1,LV.AMO,2024,10,1,78,735
LV.AMO.2024.10.2,LV.AMO,2024,10,2,179,753
LV.AMO.2024.10.3,LV.AMO,2024,10,3,269,783
LV.AMO.2024.10.4,LV.AMO,2024,10,4,139,764
LV.AMO.2024.10.5,LV.AMO,2024,10,5,340,626
LV.AMO.2024.11.1,LV.AMO,2024,11,1,182,585
LV.AMO.2024.11.2,LV.AMO,2024,11,2,425,984
LV.AMO.2024.11.3,LV.AMO,2024,11,3,259,1248
LV.AMO.2024.11.4,LV.AMO,2024,11,4,120,1655
LV.AMO.2024.11.5,LV.AMO,2024,11,5,368,4013
LV.AMO.2024.12.1,LV.AMO,2024,12,1,136,862
LV.AMO.2024.12.2,LV.AMO,2024,12,2,458,1698
LV.AMO.2024.12.3,LV.AMO,2024,12,3,141,643
LV.AMO.2024.12.4,LV.AMO,2024,12,4,206,676
LV.AMO.2024.12.5,LV.AMO,2024,12,5,298,1008
LV.AMO.2025.8.1,LV.AMO,2025,8,1,333,205
LV.AMO.2025.8.2,LV.AMO,2025,8,2,190,0
LV.AMO.2025.8.3,LV.AMO,2025,8,3,339,0
LV.AMO.2025.8.4,LV.AMO,2025,8,4,361,0
LV.AMO.2025.8.5,LV.AMO,2025,8,5,261,0
LV.AMO.2025.9.1,LV.AMO,2025,9,1,146,0
LV.AMO.2025.9.2,LV.AMO,2025,9,2,167,0
LV.AMO.2025.9.3,LV.AMO,2025,9,3,181,0
LV.AMO.2025.9.4,LV.AMO,2025,9,4,187,0
LV.AMO.2025.9.5,LV.AMO,2025,9,5,361,0
LV.AMO.2014.5.1,LV.AMO,2014,5,1,382,352
LV.AMO.2014.5.2,LV.AMO,2014,5,2,157,257
LV.AMO.2014.5.3,LV.AMO,2014,5,3,333,712
LV.AMO.2014.5.4,LV.AMO,2014,5,4,260,172
LV.AMO.2014.5.5,LV.AMO,2014,5,5,142,649
LV.AMO.2014.6.1,LV.AMO,2014,6,1,374,410
